"","id","eid","startX","startY","endX","endY","time","success","distance","angle","boxSize","w"
"259",4,1,697,428,691,1255,352,TRUE,827.0217651,"90.41568155",220,220.00578999851
"260",4,1,691,1255,523,517,347,TRUE,756.8804397,"-102.8243981",220,225.628315357632
"261",4,1,523,517,699,1339,329,TRUE,840.6307156,"77.91476366",220,224.986322908357
"262",4,1,699,1339,743,428,433,TRUE,912.0619497,"-87.23484442",220,220.256453263532
"263",4,1,743,428,803,1359,428,TRUE,932.9314016,"86.31256804",220,220.456399936875
"264",4,1,803,1359,442,960,376,TRUE,538.0724858,"-132.1375948",112,151.0378907574
"265",4,1,442,960,668,446,343,TRUE,561.4908726,"-66.26544963",112,122.34820570018
"266",4,1,668,446,149,387,320,TRUE,522.3427993,"-173.5144493",112,NA
"267",4,1,149,387,476,782,297,FALSE,512.7904055,"50.38040706",112,145.398798529024
"268",4,1,149,387,418,792,0,FALSE,486.195434,"56.40798562",112,134.454045933607
"269",4,1,599,303,123,1040,416,TRUE,877.351127,"122.8568648",112,133.328800842504
"270",4,1,123,1040,844,1351,502,TRUE,785.2146203,"23.33272755",112,NA
"271",4,1,844,1351,44,1196,402,TRUE,814.8772914,"-169.0348033",112,NA
"272",4,1,44,1196,144,287,342,TRUE,914.4840075,"-83.72207873",112,112.675697295531
"273",4,1,144,287,360,1219,316,TRUE,956.7026706,"76.95151693",112,114.968561278017
"274",4,2,365,613,410,101,361,TRUE,513.9737347,"-84.97714505",220,220.848089145014
"275",4,2,410,101,438,600,410,TRUE,499.7849538,"86.78837422",220,220.346071795841
"276",4,2,438,600,881,593,291,TRUE,443.0553013,"-0.905275579",220,NA
"277",4,2,881,593,863,1180,327,TRUE,587.2759147,"91.75639005",220,220.103409261477
"278",4,2,863,1180,418,1239,285,TRUE,448.8941969,"172.4475293",220,NA
"279",4,2,418,1239,555,744,311,TRUE,513.6088005,"-74.52963177",220,228.27057802118
"280",4,2,555,744,75,50,634,TRUE,843.8222562,"-124.6693872",220,267.494086968846
"281",4,2,75,50,922,29,242,TRUE,847.2602906,"-1.420265546",220,NA
"282",4,2,922,29,768,898,405,TRUE,882.5400841,"100.0493486",220,223.427869386204
"283",4,2,768,898,576,129,294,TRUE,792.6064597,"-104.0187111",220,226.753473523804
"284",4,2,576,129,681,964,301,TRUE,841.5759027,"82.83276127",220,221.732573165634
"285",4,2,681,964,135,720,294,TRUE,598.0401324,"-155.9207795",112,NA
"286",4,2,135,720,324,1362,326,FALSE,669.2421087,"73.59596541",112,116.752517398149
"287",4,2,135,720,282,1265,0,FALSE,564.4767489,"74.90512389",112,116.002561232967
"288",4,2,153,759,585,1063,405,TRUE,528.2423686,"35.13419306",112,NA
"289",4,2,585,1063,674,493,284,TRUE,576.9064049,"-81.12547366",112,113.357047977857
"290",4,2,674,493,398,1297,398,TRUE,850.0541159,"108.9465047",112,118.415498735736
"291",4,2,398,1297,598,548,345,TRUE,775.2425427,"-75.04953977",112,115.924118533426
"292",4,2,598,548,370,1311,363,TRUE,796.3372401,"106.6372209",112,116.89353983395
"293",4,2,370,1311,125,507,353,TRUE,840.5004462,"-106.9473612",112,117.084639266471
"294",4,2,125,507,819,1025,368,TRUE,866.0023095,"36.73757506",112,NA
"295",4,3,430,550,624,320,335,TRUE,300.8920072,"-49.85309639",100,130.822611828367
"296",4,3,624,320,655,640,397,TRUE,321.498056,"84.46673771",100,100.468142494275
"297",4,3,655,640,944,571,601,TRUE,297.1228702,"-13.42822945",100,NA
"298",4,3,944,571,906,247,489,TRUE,326.2207841,"-96.6893154",100,100.685427201378
"299",4,3,906,247,732,4,544,TRUE,298.8728827,"-125.604534",100,122.992955834391
"300",4,3,732,4,574,284,562,TRUE,321.5027216,"119.4354164",100,114.822400573535
"301",4,3,574,284,864,662,409,TRUE,476.4283787,"52.50473245",100,126.039253615812
"302",4,3,864,662,356,687,496,TRUE,508.6147855,"177.1825988",100,NA
"303",4,3,356,687,626,282,380,TRUE,486.7494222,"-56.30993247",100,120.185042515466
"304",4,3,626,282,335,689,370,TRUE,500.3298912,"125.5643022",100,122.931177192092
"305",4,3,335,689,579,1095,417,TRUE,473.6792163,"58.99475486",100,116.669757721168
"306",4,3,579,1095,267,984,515,TRUE,331.1570624,"-160.4160062",50,NA
"307",4,3,267,984,520,817,329,TRUE,303.1468291,"-33.42796606",50,NA
"308",4,3,520,817,611,520,381,TRUE,310.6283954,"-72.96507666",50,52.2943426521341
"309",4,3,611,520,838,743,371,FALSE,318.2106221,"44.4907176",50,71.3476731105079
"310",4,3,611,520,839,701,0,FALSE,291.1099449,"38.44464271",50,NA
"311",4,3,547,632,163,357,462,TRUE,472.3145139,"-144.391813",50,NA
"312",4,3,163,357,654,286,970,TRUE,496.1068433,"-8.228099601",50,NA
"313",4,3,654,286,199,36,463,TRUE,519.1579721,"-151.2133817",50,NA
"314",4,3,199,36,699,154,472,TRUE,513.7353404,"13.2788363",50,NA
"315",4,3,699,154,815,652,466,TRUE,511.331595,"76.88780188",50,51.338513549775
"316",4,4,430,550,651,725,246,TRUE,281.8971444,"38.37412529",100,NA
"317",4,4,651,725,669,428,250,TRUE,297.5449546,"-86.53177074",100,100.183486392828
"318",4,4,669,428,458,197,226,TRUE,312.8609915,"-132.409198",100,135.437658656374
"319",4,4,458,197,414,552,278,TRUE,357.7163681,"97.06541604",100,100.765174110056
"320",4,4,414,552,195,342,275,TRUE,303.4155566,"-136.2018331",100,NA
"321",4,4,195,342,520,282,225,TRUE,330.4920574,"-10.45990909",100,NA
"322",4,4,520,282,124,622,345,TRUE,521.9348618,"139.351078",100,NA
"323",4,4,124,622,310,1090,308,TRUE,503.6069896,"68.32535088",100,107.608331116632
"324",4,4,310,1090,344,591,282,TRUE,500.1569754,"-86.10210376",100,100.231858789326
"325",4,4,344,591,363,69,326,TRUE,522.345671,"-87.91544168",100,100.066220495803
"326",4,4,363,69,751,423,363,TRUE,525.2237618,"42.37642211",100,NA
"327",4,4,751,423,657,722,272,FALSE,313.4278226,"107.4521711",50,52.4126793699433
"328",4,4,711,685,794,995,284,TRUE,320.9189929,"75.01108005",50,51.7611278861041
"329",4,4,794,995,496,873,344,TRUE,322.0062111,"-157.7360049",50,NA
"330",4,4,496,873,411,1162,530,TRUE,301.2407675,"106.3895403",50,52.1177798431451
"331",4,4,411,1162,250,1086,194,FALSE,178.0365131,"-154.7303613",50,NA
"332",4,4,123,1081,122,552,489,FALSE,529.0009452,"-90.10830947",50,50.0000893363648
"333",4,4,123,1081,126,581,0,FALSE,500.0089999,"-89.65622945",50,50.0008999919001
"334",4,4,155,82,73,595,389,FALSE,519.5122713,"99.08156472",50,50.6347242953109
"335",4,4,155,82,43,569,0,FALSE,499.7129176,"102.9516471",50,51.3052276779965
"336",4,4,487,339,848,706,485,TRUE,514.7912198,"45.47220727",50,70.1350435717091
"337",5,1,365,613,896,441,556,TRUE,558.1621628,"-17.94802758",220,NA
"338",5,1,896,441,322,243,432,TRUE,607.1902503,"-160.9682417",220,NA
"339",5,1,322,243,887,308,543,TRUE,568.7266479,"6.562698509",220,NA
"340",5,1,887,308,781,852,406,TRUE,554.2309988,"101.0260916",220,224.137536268158
"341",5,1,781,852,859,1314,515,TRUE,468.5381521,"80.41705528",220,223.113405775482
"342",5,1,859,1314,639,809,476,TRUE,550.8402672,"-113.5400393",220,239.970017406331
"343",5,1,639,809,311,10,585,TRUE,863.7042318,"-112.3187944",220,237.815933657419
"344",5,1,311,10,932,612,665,TRUE,864.8959475,"44.10994911",220,NA
"345",5,1,932,612,149,360,582,TRUE,822.5527339,"-162.1597957",220,NA
"346",5,1,149,360,202,1274,503,TRUE,915.5353625,"86.68131337",220,220.369562091292
"347",5,1,202,1274,754,478,450,TRUE,968.6691902,"-55.25995556",220,267.722640501443
"348",5,1,754,478,230,506,570,TRUE,524.7475584,"176.9413024",112,NA
"349",5,1,230,506,109,1016,532,TRUE,524.1574191,"103.3469245",112,115.10908027345
"350",5,1,109,1016,635,974,1084,TRUE,527.6741419,"-4.565262384",112,NA
"351",5,1,635,974,858,1439,616,TRUE,515.7072813,"64.37902626",112,124.213366682017
"352",5,1,858,1439,396,1204,601,TRUE,518.3329046,"-153.0394709",112,NA
"353",5,1,396,1204,149,340,779,TRUE,898.6128199,"-105.954154",112,116.486847017681
"354",5,1,149,340,805,1024,783,TRUE,947.7299193,"46.19705104",112,155.183846440583
"355",5,1,805,1024,106,411,918,TRUE,929.7150101,"-138.7503034",112,NA
"356",5,1,106,411,792,1022,733,TRUE,918.6495523,"41.69051397",112,NA
"357",5,1,792,1022,365,213,1251,TRUE,914.7731959,"-117.8256351",112,126.643507966194
"358",5,2,365,613,919,658,433,TRUE,555.8246126,"4.643794127",220,NA
"359",5,2,919,658,363,775,517,TRUE,568.1769091,"168.1165356",220,NA
"360",5,2,363,775,730,1145,602,TRUE,521.1420152,"45.23322441",220,309.868225250222
"361",5,2,730,1145,288,1223,481,TRUE,448.829589,"169.9920202",220,NA
"362",5,2,288,1223,65,727,671,TRUE,543.8244202,"-114.2085298",220,241.212444441156
"363",5,2,65,727,428,1016,532,TRUE,463.9935344,"38.5248134",220,NA
"364",5,2,428,1016,800,224,663,TRUE,875.0131428,"-64.84069808",220,243.059206321789
"365",5,2,800,224,438,1058,615,TRUE,909.1754506,"113.4633871",220,239.830454598538
"366",5,2,438,1058,352,175,670,TRUE,887.1781106,"-95.56279143",220,221.040978868577
"367",5,2,352,175,894,851,712,TRUE,866.4525376,"51.27822806",220,281.981595093172
"368",5,2,894,851,294,301,878,TRUE,813.9410298,"-137.4895529",220,NA
"369",5,2,294,301,772,104,1166,TRUE,517.0038685,"-22.39821894",112,NA
"370",5,2,772,104,805,612,916,TRUE,509.070722,"86.28325228",112,112.236064693433
"371",5,2,805,612,890,99,1139,TRUE,519.9942307,"-80.59202091",112,113.527005541071
"372",5,2,890,99,371,5,1336,TRUE,527.4438359,"-169.7340179",112,NA
"373",5,2,371,5,25,376,1313,TRUE,507.3036566,"133.0030482",112,153.148273690646
"374",5,2,25,376,265,1224,935,TRUE,881.3081187,"74.19748605",112,116.399185482195
"375",5,2,265,1224,397,340,970,TRUE,893.8008727,"-81.50727097",112,113.241739524818
"376",5,2,397,340,681,1220,967,TRUE,924.6923813,"72.1136944",112,117.688121254006
"377",5,2,681,1220,665,282,883,TRUE,938.1364506,"-90.97723196",112,112.016292612496
"378",5,2,665,282,517,1161,1184,TRUE,891.3725372,"99.55742762",112,113.576477999691
"379",5,3,430,550,319,244,529,TRUE,325.5103685,"-109.9379917",100,106.375937417796
"380",5,3,319,244,11,308,547,TRUE,314.5790839,"168.2614288",100,NA
"381",5,3,11,308,-723,512,640,FALSE,761.8215014,"164.4678373",100,NA
"382",5,3,196,531,501,433,577,TRUE,320.3576127,"-17.81280785",100,NA
"383",5,3,501,433,605,122,504,TRUE,327.9283458,"-71.50979972",100,105.443198016665
"384",5,3,605,122,612,434,550,TRUE,312.0785158,"88.71473339",100,100.025165308224
"385",5,3,612,434,171,683,533,TRUE,506.4405197,"150.5498042",100,NA
"386",5,3,171,683,707,698,491,TRUE,536.209847,"1.60300828",100,NA
"387",5,3,707,698,196,694,505,TRUE,511.0156553,"-179.5515099",100,NA
"388",5,3,196,694,626,934,554,TRUE,492.4428901,"29.16761338",100,NA
"389",5,3,626,934,150,1176,713,TRUE,533.9850185,"153.0510632",100,NA
"390",5,3,150,1176,193,1124,248,FALSE,67.47592163,"-50.41186915",50,64.8806938762975
"391",5,3,365,923,539,664,748,TRUE,312.0208326,"-56.10621501",50,60.2356819764136
"392",5,3,539,664,282,486,681,TRUE,312.6227759,"-145.2932552",50,NA
"393",5,3,282,486,113,225,632,TRUE,310.9372927,"-122.9234436",50,59.5665311711684
"394",5,3,113,225,336,55,623,TRUE,280.4086304,"-37.31942735",50,NA
"395",5,3,336,55,687,395,746,TRUE,488.6726921,"44.08798792",50,71.8636311905353
"396",5,3,687,395,621,906,750,TRUE,515.2446021,"97.35949464",50,50.4153231024081
"397",5,3,621,906,100,847,687,FALSE,524.3300487,"-173.5391349",50,NA
"398",5,3,621,906,125,835,1,FALSE,501.0558851,"-171.8537261",50,NA
"399",5,3,598,674,207,984,763,TRUE,498.9799595,"141.5912515",50,NA
"400",5,4,430,550,665,723,564,TRUE,291.811583,"36.35939359",100,NA
"401",5,4,665,723,685,421,507,TRUE,302.6615271,"-86.21111012",100,100.219048715992
"402",5,4,685,421,423,255,481,TRUE,310.1612484,"-147.6421523",100,NA
"403",5,4,423,255,172,413,579,TRUE,296.5889411,"147.8103208",100,NA
"404",5,4,172,413,418,607,468,TRUE,313.2921959,"38.2599439",100,NA
"405",5,4,418,607,719,693,499,TRUE,313.0447252,"15.9453959",100,NA
"406",5,4,719,693,601,1146,704,TRUE,468.1164385,"104.600277",100,103.336962142713
"407",5,4,601,1146,954,834,616,TRUE,471.118881,"-41.47194405",100,NA
"408",5,4,954,834,497,993,631,TRUE,483.8698172,"160.8161294",100,NA
"409",5,4,497,993,660,512,555,TRUE,507.8680931,"-71.27964492",100,105.585882143617
"410",5,4,660,512,161,636,578,TRUE,514.1760399,"166.0448354",100,NA
"411",5,4,161,636,284,362,453,TRUE,300.3414723,"-65.82444454",50,54.8068380160126
"412",5,4,284,362,266,661,488,TRUE,299.541316,"93.44508646",50,50.090521072743
"413",5,4,266,661,130,376,483,TRUE,315.7863202,"-115.510149",50,55.4011087999461
"414",5,4,130,376,146,700,553,TRUE,324.3948212,"87.17287542",50,50.0609291924454
"415",5,4,146,700,391,550,506,TRUE,287.2716484,"-31.47683935",50,NA
"416",5,4,391,550,34,194,591,TRUE,504.1676309,"-135.0803587",50,70.810060513072
"417",5,4,34,194,526,394,574,FALSE,531.096978,"22.12194197",50,NA
"418",5,4,34,194,497,398,1,FALSE,505.9496022,"23.77851761",50,NA
"419",5,4,878,74,484,380,761,TRUE,498.8707247,"142.1653087",50,NA
"420",5,4,484,380,225,827,571,TRUE,516.6139758,"120.0887894",50,57.7867981887982
"421",6,1,365,613,948,532,391,TRUE,588.600034,"-7.909840952",220,NA
"422",6,1,948,532,518,1125,395,FALSE,732.4950512,"125.9468615",220,271.75195827845
"423",6,1,948,532,592,975,0,FALSE,568.3176928,"128.7857674",220,282.234520148468
"424",6,1,531,457,201,33,378,TRUE,537.2857713,"-127.8936894",220,278.780353013011
"425",6,1,201,33,679,112,351,TRUE,484.4842619,"9.384553977",220,NA
